         2810209 function calls (2803916 primitive calls) in 158.976 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 process.py:62(BaseProcess)
       14    0.000    0.000    0.000    0.000 py3k.py:28(asbytes)
        1    0.000    0.000    0.000    0.000 py3k.py:4(<module>)
        1    0.000    0.000    0.000    0.000 pydoc.py:1012(TextRepr)
        1    0.000    0.000    0.000    0.000 pydoc.py:1014(__init__)
        1    0.000    0.000    0.000    0.000 pydoc.py:1044(TextDoc)
        1    0.000    0.000    0.000    0.000 pydoc.py:1399(_PlainTextDoc)
        1    0.000    0.000    0.000    0.000 pydoc.py:1656(Helper)
        1    0.000    0.000    0.000    0.000 pydoc.py:1828(__init__)
        1    0.000    0.000    0.000    0.000 pydoc.py:2046(ModuleScanner)
        1    0.000    0.000    0.000    0.000 pydoc.py:278(ErrorDuringImport)
        1    0.000    0.000    0.000    0.000 pydoc.py:354(Doc)
        1    0.000    0.000    0.008    0.008 pydoc.py:36(<module>)
        1    0.000    0.000    0.000    0.000 pydoc.py:415(HTMLRepr)
        1    0.000    0.000    0.000    0.000 pydoc.py:417(__init__)
        1    0.000    0.000    0.000    0.000 pydoc.py:457(HTMLDoc)
        1    0.000    0.000    0.000    0.000 quadpack.py:20(IntegrationWarning)
        1    0.000    0.000    0.000    0.000 quadpack.py:3(<module>)
        1    0.000    0.000    0.000    0.000 quadpack.py:705(_RangeFunc)
        1    0.000    0.000    0.000    0.000 quadpack.py:718(_OptFunc)
        1    0.000    0.000    0.000    0.000 quadpack.py:727(_NQuad)
        1    0.000    0.000    0.000    0.000 quadrature.py:1(<module>)
        1    0.000    0.000    0.000    0.000 quadrature.py:18(AccuracyWarning)
        1    0.000    0.000    0.000    0.000 queue.py:1(<module>)
    13248    0.117    0.000    0.322    0.000 queue.py:115(put)
        1    0.000    0.000    0.000    0.000 queue.py:13(Empty)
        1    0.000    0.000    0.000    0.000 queue.py:17(Full)
     4416    0.007    0.000    0.007    0.000 queue.py:199(_init)
    13248    0.019    0.000    0.024    0.000 queue.py:206(_put)
        1    0.000    0.000    0.000    0.000 queue.py:21(Queue)
        1    0.000    0.000    0.000    0.000 queue.py:214(PriorityQueue)
        1    0.000    0.000    0.000    0.000 queue.py:233(LifoQueue)
     4416    0.046    0.000    0.178    0.000 queue.py:27(__init__)
        8    0.000    0.000    0.000    0.000 random.py:220(_randbelow)
        8    0.000    0.000    0.000    0.000 random.py:250(choice)
        1    0.000    0.000    0.003    0.003 random.py:37(<module>)
        1    0.000    0.000    0.000    0.000 random.py:4(<module>)
        1    0.000    0.000    0.000    0.000 random.py:639(SystemRandom)
        1    0.000    0.000    0.000    0.000 random.py:68(Random)
        2    0.000    0.000    0.000    0.000 random.py:84(__init__)
        2    0.000    0.000    0.000    0.000 random.py:93(seed)
        1    0.000    0.000    0.001    0.001 random_projection.py:25(<module>)
        1    0.000    0.000    0.000    0.000 random_projection.py:289(BaseRandomProjection)
        1    0.000    0.000    0.000    0.000 random_projection.py:424(GaussianRandomProjection)
        1    0.000    0.000    0.000    0.000 random_projection.py:500(SparseRandomProjection)
        1    0.000    0.000    0.107    0.107 ranking.py:8(<module>)
      110    0.000    0.000    0.001    0.000 re.py:160(match)
        6    0.000    0.000    0.000    0.000 re.py:170(search)
       51    0.000    0.000    0.011    0.000 re.py:222(compile)
        2    0.000    0.000    0.000    0.000 re.py:240(escape)
      167    0.000    0.000    0.012    0.000 re.py:278(_compile)
        1    0.000    0.000    0.000    0.000 records.py:215(record)
        1    0.000    0.000    0.000    0.000 records.py:298(recarray)
        1    0.000    0.000    0.000    0.000 records.py:36(<module>)
        1    0.000    0.000    0.000    0.000 records.py:83(format_parser)
        1    0.000    0.000    0.000    0.000 regression.py:1(<module>)
        1    0.000    0.000    0.000    0.000 regression.py:168(RadiusNeighborsRegressor)
        1    0.000    0.000    0.000    0.000 regression.py:19(KNeighborsRegressor)
        1    0.000    0.000    0.000    0.000 regression.py:8(<module>)
        2    0.000    0.000    0.000    0.000 reprlib.py:40(__init__)
        1    0.000    0.000    0.001    0.001 result.py:1(<module>)
        3    0.000    0.000    0.000    0.000 result.py:12(failfast)
        1    0.000    0.000    0.000    0.000 result.py:24(TestResult)
        1    0.000    0.000    0.003    0.003 runner.py:1(<module>)
        1    0.000    0.000    0.000    0.000 runner.py:120(TextTestRunner)
        1    0.000    0.000    0.000    0.000 runner.py:13(_WritelnDecorator)
        1    0.000    0.000    0.000    0.000 runner.py:29(TextTestResult)
        1    0.000    0.000    0.001    0.001 scanner.py:2(<module>)
        1    0.000    0.000    0.000    0.000 scimath.py:17(<module>)
        1    0.000    0.000    0.000    0.000 scorer.py:130(_ThresholdScorer)
        1    0.000    0.000    0.000    0.000 scorer.py:14(<module>)
       27    0.000    0.000    0.000    0.000 scorer.py:249(make_scorer)
        1    0.000    0.000    0.000    0.000 scorer.py:36(_BaseScorer)
       27    0.000    0.000    0.000    0.000 scorer.py:37(__init__)
        1    0.000    0.000    0.000    0.000 scorer.py:59(_PredictScorer)
        1    0.000    0.000    0.000    0.000 scorer.py:93(_ProbaScorer)
        1    0.000    0.000    0.000    0.000 selectors.py:196(_BaseSelectorImpl)
        1    0.000    0.000    0.000    0.000 selectors.py:281(SelectSelector)
        1    0.000    0.000    0.000    0.000 selectors.py:334(PollSelector)
        1    0.000    0.000    0.000    0.000 selectors.py:385(EpollSelector)
        1    0.000    0.000    0.001    0.001 selectors.py:5(<module>)
        1    0.000    0.000    0.000    0.000 selectors.py:50(_SelectorMapping)
        1    0.000    0.000    0.000    0.000 selectors.py:70(BaseSelector)
        2    0.000    0.000    0.000    0.000 shape_base.py:1(<module>)
     2944    0.016    0.000    0.340    0.000 shape_base.py:180(vstack)
     2944    0.019    0.000    0.037    0.000 shape_base.py:219(expand_dims)
     2944    0.033    0.000    0.241    0.000 shape_base.py:230(<listcomp>)
    29441    0.168    0.000    0.282    0.000 shape_base.py:61(atleast_2d)
        4    0.000    0.000    0.000    0.000 shape_base.py:9(atleast_1d)
        1    0.000    0.000    0.000    0.000 shutil.py:49(Error)
        1    0.000    0.000    0.004    0.004 shutil.py:5(<module>)
        1    0.000    0.000    0.000    0.000 shutil.py:52(SameFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:55(SpecialFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:59(ExecError)
        1    0.000    0.000    0.000    0.000 shutil.py:62(ReadError)
        1    0.000    0.000    0.000    0.000 shutil.py:65(RegistryError)
        1    0.000    0.000    0.002    0.002 signal.py:1(<module>)
       73    0.000    0.000    0.000    0.000 signal.py:10(<lambda>)
       74    0.000    0.000    0.000    0.000 signal.py:17(<lambda>)
       75    0.000    0.000    0.000    0.000 signal.py:22(<lambda>)
        1    0.000    0.000    0.003    0.003 signals.py:1(<module>)
        1    0.000    0.000    0.000    0.000 signals.py:9(_InterruptHandler)
        2    0.000    0.000    0.000    0.000 six.py:1(<module>)
        1    0.000    0.000    0.000    0.000 six.py:108(MovedAttribute)
       67    0.000    0.000    0.000    0.000 six.py:110(__init__)
        4    0.000    0.000    0.000    0.000 six.py:128(_resolve)
        1    0.000    0.000    0.000    0.000 six.py:134(_MovedItems)
        1    0.000    0.000    0.000    0.000 six.py:202(Module_six_moves_urllib_parse)
        1    0.000    0.000    0.000    0.000 six.py:230(Module_six_moves_urllib_error)
        1    0.000    0.000    0.000    0.000 six.py:247(Module_six_moves_urllib_request)
        1    0.000    0.000    0.000    0.000 six.py:293(Module_six_moves_urllib_response)
        1    0.000    0.000    0.000    0.000 six.py:311(Module_six_moves_urllib_robotparser)
        1    0.000    0.000    0.000    0.000 six.py:326(Module_six_moves_urllib)
        6    0.000    0.000    0.000    0.000 six.py:564(with_metaclass)
        4    0.000    0.000    0.000    0.000 six.py:67(_add_doc)
        4    0.000    0.000    0.000    0.000 six.py:69(_add_doc)
        4    0.000    0.000    0.000    0.000 six.py:74(_import_module)
        1    0.000    0.000    0.000    0.000 six.py:80(_LazyDescr)
      104    0.000    0.000    0.000    0.000 six.py:82(__init__)
        4    0.000    0.000    0.000    0.000 six.py:85(__get__)
        1    0.000    0.000    0.000    0.000 six.py:93(MovedModule)
       37    0.000    0.000    0.000    0.000 six.py:95(__init__)
        1    0.000    0.000    0.000    0.000 slsqp.py:14(<module>)
        1    0.000    0.000    0.000    0.000 sparsefuncs.py:6(<module>)
        1    0.000    0.000    0.000    0.000 special_matrices.py:1(<module>)
        1    0.000    0.000    0.000    0.000 spfun_stats.py:34(<module>)
       11    0.000    0.000    0.000    0.000 sputils.py:125(get_index_dtype)
        1    0.000    0.000    0.000    0.000 sputils.py:182(isintlike)
        3    0.000    0.000    0.000    0.000 sputils.py:198(isshape)
        1    0.000    0.000    0.000    0.000 sputils.py:2(<module>)
        1    0.000    0.000    0.000    0.000 sputils.py:21(<listcomp>)
        1    0.000    0.000    0.000    0.000 sputils.py:213(issequence)
        1    0.000    0.000    0.000    0.000 sputils.py:227(IndexMixin)
        2    0.000    0.000    0.000    0.000 sputils.py:26(upcast)
        1    0.000    0.000    0.000    0.000 sputils.py:77(downcast_intp_index)
        6    0.000    0.000    0.000    0.000 sputils.py:97(to_native)
      264    0.000    0.000    0.000    0.000 sre_compile.py:101(fixup)
      127    0.000    0.000    0.002    0.000 sre_compile.py:221(_compile_charset)
      127    0.002    0.000    0.002    0.000 sre_compile.py:248(_optimize_charset)
       17    0.000    0.000    0.000    0.000 sre_compile.py:374(_mk_bitmap)
       17    0.000    0.000    0.000    0.000 sre_compile.py:376(<listcomp>)
        6    0.000    0.000    0.000    0.000 sre_compile.py:379(_bytes_to_codes)
      123    0.000    0.000    0.000    0.000 sre_compile.py:386(_simple)
        8    0.000    0.000    0.000    0.000 sre_compile.py:391(_generate_overlap_table)
       51    0.000    0.000    0.001    0.000 sre_compile.py:412(_compile_info)
      102    0.000    0.000    0.000    0.000 sre_compile.py:513(isstring)
       51    0.000    0.000    0.005    0.000 sre_compile.py:516(_code)
       51    0.000    0.000    0.011    0.000 sre_compile.py:531(compile)
   260/51    0.001    0.000    0.004    0.000 sre_compile.py:64(_compile)
      260    0.000    0.000    0.000    0.000 sre_parse.py:105(__init__)
      418    0.000    0.000    0.000    0.000 sre_parse.py:153(__len__)
     1047    0.000    0.000    0.001    0.000 sre_parse.py:157(__getitem__)
      123    0.000    0.000    0.000    0.000 sre_parse.py:161(__setitem__)
      525    0.000    0.000    0.000    0.000 sre_parse.py:165(append)
  443/234    0.001    0.000    0.001    0.000 sre_parse.py:167(getwidth)
       51    0.000    0.000    0.000    0.000 sre_parse.py:217(__init__)
     1466    0.001    0.000    0.001    0.000 sre_parse.py:226(__next)
      699    0.000    0.000    0.000    0.000 sre_parse.py:242(match)
     1199    0.000    0.000    0.001    0.000 sre_parse.py:247(get)
        4    0.000    0.000    0.000    0.000 sre_parse.py:251(getwhile)
        8    0.000    0.000    0.000    0.000 sre_parse.py:260(getuntil)
      409    0.000    0.000    0.000    0.000 sre_parse.py:276(tell)
        2    0.000    0.000    0.000    0.000 sre_parse.py:278(seek)
       52    0.000    0.000    0.000    0.000 sre_parse.py:312(_class_escape)
       78    0.000    0.000    0.000    0.000 sre_parse.py:362(_escape)
   122/51    0.000    0.000    0.005    0.000 sre_parse.py:429(_parse_sub)
   131/53    0.002    0.000    0.005    0.000 sre_parse.py:491(_parse)
       51    0.000    0.000    0.000    0.000 sre_parse.py:70(__init__)
      222    0.000    0.000    0.000    0.000 sre_parse.py:75(groups)
       60    0.000    0.000    0.000    0.000 sre_parse.py:78(opengroup)
       51    0.000    0.000    0.000    0.000 sre_parse.py:797(fix_flags)
       51    0.000    0.000    0.006    0.000 sre_parse.py:819(parse)
       60    0.000    0.000    0.000    0.000 sre_parse.py:90(closegroup)
        1    0.000    0.000    0.106    0.106 stats.py:1(<module>)
        1    0.000    0.000    0.097    0.097 stats.py:167(<module>)
     1472    0.007    0.000    0.011    0.000 stats.py:209(_chk_asarray)
     1472    0.056    0.000    0.204    0.000 stats.py:241(_contains_nan)
        1    0.000    0.000    0.000    0.000 stats.py:5262(rankdata)
     1472    0.155    0.000    0.781    0.001 stats.py:591(mode)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:15(DummyArray)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:7(<module>)
        1    0.000    0.000    0.001    0.001 string.py:15(<module>)
        1    0.000    0.000    0.000    0.000 string.py:170(Formatter)
        1    0.000    0.000    0.000    0.000 string.py:51(_TemplateMetaclass)
        1    0.000    0.000    0.001    0.001 string.py:61(__init__)
        1    0.000    0.000    0.000    0.000 string.py:73(Template)
        1    0.000    0.000    0.001    0.001 subprocess.py:356(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:371(SubprocessError)
        1    0.000    0.000    0.000    0.000 subprocess.py:374(CalledProcessError)
        1    0.000    0.000    0.000    0.000 subprocess.py:401(TimeoutExpired)
        1    0.000    0.000    0.000    0.000 subprocess.py:632(CompletedProcess)
        1    0.000    0.000    0.000    0.000 subprocess.py:833(Popen)
        1    0.000    0.000    0.000    0.000 suite.py:1(<module>)
        1    0.000    0.000    0.000    0.000 suite.py:16(BaseTestSuite)
        1    0.000    0.000    0.000    0.000 suite.py:270(_ErrorHolder)
        1    0.000    0.000    0.000    0.000 suite.py:317(_DebugResult)
        1    0.000    0.000    0.000    0.000 suite.py:92(TestSuite)
        1    0.000    0.000    0.000    0.000 supervised.py:5(<module>)
        1    0.000    0.000    0.000    0.000 synchronize.py:11(<module>)
        1    0.000    0.000    0.000    0.000 synchronize.py:115(_make_name)
        1    0.000    0.000    0.000    0.000 synchronize.py:124(Semaphore)
        1    0.000    0.000    0.000    0.000 synchronize.py:126(__init__)
        1    0.000    0.000    0.000    0.000 synchronize.py:143(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 synchronize.py:160(Lock)
        1    0.000    0.000    0.000    0.000 synchronize.py:185(RLock)
        1    0.000    0.000    0.000    0.000 synchronize.py:211(Condition)
        1    0.000    0.000    0.000    0.000 synchronize.py:333(Event)
        1    0.000    0.000    0.000    0.000 synchronize.py:372(Barrier)
        1    0.000    0.000    0.000    0.000 synchronize.py:47(SemLock)
        1    0.000    0.000    0.000    0.000 synchronize.py:51(__init__)
        1    0.000    0.000    0.000    0.000 synchronize.py:91(_make_methods)
        1    0.000    0.000    0.000    0.000 tarfile.py:1380(TarFile)
        1    0.000    0.000    0.000    0.000 tarfile.py:2406(TarIter)
        1    0.000    0.000    0.000    0.000 tarfile.py:267(TarError)
        1    0.000    0.000    0.000    0.000 tarfile.py:270(ExtractError)
        1    0.000    0.000    0.000    0.000 tarfile.py:273(ReadError)
        1    0.000    0.000    0.000    0.000 tarfile.py:276(CompressionError)
        1    0.000    0.000    0.000    0.000 tarfile.py:279(StreamError)
        1    0.000    0.000    0.000    0.000 tarfile.py:282(HeaderError)
        1    0.000    0.000    0.000    0.000 tarfile.py:285(EmptyHeaderError)
        1    0.000    0.000    0.000    0.000 tarfile.py:288(TruncatedHeaderError)
        1    0.000    0.000    0.000    0.000 tarfile.py:291(EOFHeaderError)
        1    0.000    0.000    0.000    0.000 tarfile.py:294(InvalidHeaderError)
        1    0.000    0.000    0.000    0.000 tarfile.py:297(SubsequentHeaderError)
        1    0.000    0.000    0.001    0.001 tarfile.py:30(<module>)
        1    0.000    0.000    0.000    0.000 tarfile.py:304(_LowLevelFile)
        1    0.000    0.000    0.000    0.000 tarfile.py:328(_Stream)
        1    0.000    0.000    0.000    0.000 tarfile.py:578(_StreamProxy)
        1    0.000    0.000    0.000    0.000 tarfile.py:608(_FileInFile)
        1    0.000    0.000    0.000    0.000 tarfile.py:712(ExFileObject)
        1    0.000    0.000    0.000    0.000 tarfile.py:723(TarInfo)
        1    0.000    0.000    0.000    0.000 tempfile.py:136(_RandomNameSequence)
        1    0.000    0.000    0.000    0.000 tempfile.py:146(rng)
        1    0.000    0.000    0.000    0.000 tempfile.py:157(__next__)
        1    0.000    0.000    0.000    0.000 tempfile.py:160(<listcomp>)
        1    0.000    0.000    0.003    0.003 tempfile.py:24(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:416(_TemporaryFileCloser)
        1    0.000    0.000    0.000    0.000 tempfile.py:459(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 tempfile.py:628(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 tempfile.py:776(TemporaryDirectory)
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
     4416    0.029    0.000  135.484    0.031 threading.py:1022(join)
     5888    0.040    0.000  135.453    0.023 threading.py:1060(_wait_for_tstate_lock)
    11786    0.023    0.000    0.023    0.000 threading.py:1074(name)
    11776    0.027    0.000    0.027    0.000 threading.py:1085(name)
     1472    0.010    0.000    0.019    0.000 threading.py:1102(is_alive)
    16192    0.018    0.000    0.018    0.000 threading.py:1118(daemon)
    16192    0.041    0.000    0.051    0.000 threading.py:1134(daemon)
        1    0.000    0.000    0.000    0.000 threading.py:1156(Timer)
        1    0.000    0.000    0.000    0.000 threading.py:1186(_MainThread)
        1    0.000    0.000    0.000    0.000 threading.py:1188(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:1205(_DummyThread)
    48587    0.110    0.000    0.139    0.000 threading.py:1224(current_thread)
        1    0.000    0.000    0.000    0.000 threading.py:201(Condition)
    41217    0.559    0.000    0.559    0.000 threading.py:213(__init__)
    42689    0.065    0.000    0.097    0.000 threading.py:237(__enter__)
    42689    0.082    0.000    0.102    0.000 threading.py:240(__exit__)
    19008    0.025    0.000    0.032    0.000 threading.py:246(_release_save)
    19008    0.064    0.000    0.106    0.000 threading.py:249(_acquire_restore)
    33729    0.051    0.000    0.098    0.000 threading.py:252(_is_owned)
    19008    0.326    0.000   11.429    0.001 threading.py:261(wait)
    14721    0.105    0.000    0.231    0.000 threading.py:332(notify)
     1473    0.006    0.000    0.112    0.000 threading.py:355(notify_all)
        1    0.000    0.000    0.000    0.000 threading.py:367(Semaphore)
        1    0.000    0.000    0.000    0.000 threading.py:447(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 threading.py:485(Event)
    27969    0.118    0.000    0.581    0.000 threading.py:496(__init__)
    50048    0.027    0.000    0.027    0.000 threading.py:504(is_set)
        1    0.000    0.000    0.000    0.000 threading.py:510(set)
    27968    0.261    0.000   11.826    0.000 threading.py:531(wait)
        1    0.000    0.000    0.000    0.000 threading.py:564(Barrier)
        1    0.000    0.000    0.000    0.000 threading.py:718(BrokenBarrierError)
        3    0.000    0.000    0.000    0.000 threading.py:72(RLock)
    16192    0.122    0.000    0.122    0.000 threading.py:725(_newname)
        1    0.000    0.000    0.000    0.000 threading.py:736(Thread)
    16193    0.325    0.000    1.039    0.000 threading.py:755(__init__)
    16192    0.182    0.000    4.815    0.000 threading.py:826(start)
        1    0.000    0.000    0.000    0.000 threading.py:85(_RLock)
        1    0.000    0.000    0.000    0.000 threading.py:888(_set_ident)
        1    0.000    0.000    0.000    0.000 threading.py:891(_set_tstate_lock)
     4416    0.017    0.000    0.018    0.000 threading.py:964(_stop)
        1    0.000    0.000    0.000    0.000 tnc.py:33(<module>)
        1    0.000    0.000    0.000    0.000 token.py:1(<module>)
        1    0.000    0.000    0.000    0.000 token.py:74(<dictcomp>)
       19    0.000    0.000    0.000    0.000 tokenize.py:111(group)
        1    0.000    0.000    0.000    0.000 tokenize.py:112(any)
        2    0.000    0.000    0.000    0.000 tokenize.py:113(maybe)
        1    0.000    0.000    0.001    0.001 tokenize.py:21(<module>)
        1    0.000    0.000    0.000    0.000 tokenize.py:219(TokenError)
        1    0.000    0.000    0.000    0.000 tokenize.py:221(StopTokenizing)
        1    0.000    0.000    0.000    0.000 tokenize.py:224(Untokenizer)
        1    0.000    0.000    0.000    0.000 tokenize.py:98(TokenInfo)
        1    0.000    0.000    0.002    0.002 traceback.py:1(<module>)
        1    0.000    0.000    0.000    0.000 traceback.py:223(FrameSummary)
        1    0.000    0.000    0.000    0.000 traceback.py:310(StackSummary)
        1    0.000    0.000    0.000    0.000 traceback.py:403(TracebackException)
        1    0.000    0.000    0.000    0.000 trf.py:95(<module>)
        1    0.000    0.000    0.000    0.000 trf_linear.py:2(<module>)
        1    0.000    0.000    0.000    0.000 twodim_base.py:3(<module>)
        1    0.000    0.000    0.039    0.039 type_check.py:3(<module>)
        2    0.000    0.000    0.000    0.000 types.py:120(__init__)
        1    0.000    0.000    0.000    0.000 ufunclike.py:5(<module>)
        2    0.000    0.000    0.001    0.000 unsupervised.py:1(<module>)
        1    0.000    0.000    0.000    0.000 unsupervised.py:9(NearestNeighbors)
        1    0.000    0.000    0.000    0.000 utf_16.py:104(StreamWriter)
        1    0.000    0.000    0.000    0.000 utf_16.py:124(StreamReader)
        1    0.000    0.000    0.000    0.000 utf_16.py:146(getregentry)
        1    0.000    0.000    0.000    0.000 utf_16.py:18(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 utf_16.py:53(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 utf_16.py:8(<module>)
        1    0.000    0.000    0.000    0.000 utf_32.py:119(StreamReader)
        1    0.000    0.000    0.000    0.000 utf_32.py:13(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 utf_32.py:141(getregentry)
        1    0.000    0.000    0.000    0.000 utf_32.py:3(<module>)
        1    0.000    0.000    0.000    0.000 utf_32.py:48(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 utf_32.py:99(StreamWriter)
        1    0.000    0.000    0.001    0.001 util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 util.py:10(<module>)
        1    0.000    0.000    0.000    0.000 util.py:135(register_after_fork)
        1    0.000    0.000    0.000    0.000 util.py:146(Finalize)
     1472    0.025    0.000    0.028    0.000 util.py:150(__init__)
     1472    0.026    0.000  135.829    0.092 util.py:166(__call__)
        1    0.000    0.000    0.000    0.000 util.py:321(ForkAwareThreadLock)
        1    0.000    0.000    0.000    0.000 util.py:338(ForkAwareLocal)
     1472    0.001    0.000    0.001    0.000 util.py:43(sub_debug)
    22081    0.019    0.000    0.019    0.000 util.py:47(debug)
        2    0.000    0.000    0.001    0.000 utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:1002(SafeEval)
      223    0.000    0.000    0.001    0.000 utils.py:117(deprecate)
        1    0.000    0.000    0.000    0.000 utils.py:1533(WarningMessage)
        1    0.000    0.000    0.000    0.000 utils.py:1565(WarningManager)
        1    0.000    0.000    0.000    0.000 utils.py:1755(IgnoreException)
        1    0.000    0.000    0.000    0.000 utils.py:1772(clear_and_catch_warnings)
        1    0.000    0.000    0.009    0.009 utils.py:4(<module>)
      223    0.000    0.000    0.000    0.000 utils.py:51(_set_function_name)
        1    0.000    0.000    0.000    0.000 utils.py:56(_Deprecate)
      223    0.000    0.000    0.000    0.000 utils.py:68(__init__)
      223    0.001    0.000    0.001    0.000 utils.py:73(__call__)
        1    0.000    0.000    0.013    0.013 validation.py:1(<module>)
    13250    0.059    0.000    0.126    0.000 validation.py:107(_num_samples)
     7362    0.060    0.000    0.152    0.000 validation.py:128(_shape_repr)
    20614    0.042    0.000    0.042    0.000 validation.py:155(<genexpr>)
     2944    0.025    0.000    0.261    0.000 validation.py:162(check_consistent_length)
     2944    0.013    0.000    0.066    0.000 validation.py:173(<listcomp>)
        1    0.000    0.000    0.000    0.000 validation.py:21(DataConversionWarning)
     7362    0.175    0.000    0.751    0.000 validation.py:267(check_array)
        1    0.000    0.000    0.000    0.000 validation.py:28(NonBLASDotWarning)
        1    0.000    0.000    0.000    0.000 validation.py:32(NotFittedError)
     1472    0.013    0.000    0.402    0.000 validation.py:424(check_X_y)
     7362    0.081    0.000    0.232    0.000 validation.py:45(_assert_all_finite)
     2944    0.013    0.000    0.044    0.000 validation.py:525(column_or_1d)
       15    0.000    0.000    0.000    0.000 validation.py:554(check_random_state)
        1    0.000    0.000    0.000    0.000 validation.py:640(check_is_fitted)
        1    0.000    0.000    0.000    0.000 validation.py:677(<listcomp>)
        2    0.000    0.000    0.000    0.000 version.py:3(<module>)
        5    0.000    0.000    0.001    0.000 warnings.py:32(filterwarnings)
        2    0.000    0.000    0.000    0.000 warnings.py:340(__init__)
        2    0.000    0.000    0.000    0.000 warnings.py:361(__enter__)
        2    0.000    0.000    0.000    0.000 warnings.py:378(__exit__)
        6    0.000    0.000    0.000    0.000 warnings.py:61(simplefilter)
        2    0.000    0.000    0.000    0.000 weakref.py:101(__init__)
        1    0.000    0.000    0.000    0.000 weakref.py:108(remove)
        1    0.000    0.000    0.000    0.000 weakref.py:155(__setitem__)
        2    0.000    0.000    0.000    0.000 weakref.py:261(update)
        1    0.000    0.000    0.000    0.000 weakref.py:305(__new__)
        1    0.000    0.000    0.000    0.000 weakref.py:310(__init__)
    11779    0.082    0.000    0.082    0.000 weakref.py:325(__init__)
    11776    0.016    0.000    0.016    0.000 weakref.py:327(remove)
    11776    0.034    0.000    0.034    0.000 weakref.py:377(__setitem__)
        1    0.000    0.000    0.000    0.000 zeros.py:1(<module>)
        1    0.000    0.000    0.000    0.000 zeros.py:20(RootResults)
     1919    0.005    0.000    0.005    0.000 {built-in method __new__ of type object at 0x7fb6878900a0}
       16    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
        2    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
        1    0.000    0.000    0.000    0.000 {built-in method _ctypes.dlopen}
       50    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha256}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha512}
      352    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
     1640    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
        5    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
    82/68    0.023    0.000    0.035    0.001 {built-in method _imp.create_dynamic}
        5    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
       82    0.000    0.000    0.000    0.000 {built-in method _imp.exec_dynamic}
       75    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
      507    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
     2461    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
        1    0.000    0.000    0.000    0.000 {built-in method _locale.nl_langinfo}
       51    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
      351    0.000    0.000    0.000    0.000 {built-in method _sre.getlower}
       18    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        1    0.000    0.000    0.000    0.000 {built-in method _thread._set_sentinel}
    54180    0.050    0.000    0.050    0.000 {built-in method _thread.allocate_lock}
    50468    0.030    0.000    0.030    0.000 {built-in method _thread.get_ident}
    16192    1.253    0.000    1.253    0.000 {built-in method _thread.start_new_thread}
       15    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        2    0.000    0.000    0.000    0.000 {built-in method atexit.register}
  854/849    0.014    0.000    0.021    0.000 {built-in method builtins.__build_class__}
   423/41    0.001    0.000    0.269    0.007 {built-in method builtins.__import__}
      693    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.all}
      444    0.000    0.000    0.001    0.000 {built-in method builtins.any}
      634    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
      288    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
