         2810209 function calls (2803916 primitive calls) in 158.976 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 base.py:19(SparseFormatWarning)
        1    0.000    0.000    0.000    0.000 base.py:202(asformat)
        1    0.000    0.000    0.000    0.000 base.py:23(SparseEfficiencyWarning)
        1    0.000    0.000    0.000    0.000 base.py:23(UndefinedMetricWarning)
        1    0.000    0.000    0.000    0.000 base.py:281(ClassifierMixin)
        1    0.000    0.000    0.000    0.000 base.py:284(KNeighborsMixin)
     1472    0.044    0.000  156.834    0.107 base.py:285(score)
     1472    0.089    0.000  154.873    0.105 base.py:287(kneighbors)
        1    0.000    0.000    0.000    0.000 base.py:314(RegressorMixin)
        1    0.000    0.000    0.000    0.000 base.py:352(ClusterMixin)
        1    0.000    0.000    0.000    0.000 base.py:375(BiclusterMixin)
    13248    0.111    0.000    0.682    0.000 base.py:397(<genexpr>)
        1    0.000    0.000    0.000    0.000 base.py:4(<module>)
        1    0.000    0.000    0.000    0.000 base.py:428(TransformerMixin)
        1    0.000    0.000    0.000    0.000 base.py:431(fit_transform)
        1    0.000    0.000    0.000    0.000 base.py:462(MetaEstimatorMixin)
        1    0.000    0.000    0.000    0.000 base.py:48(NeighborsWarning)
        3    0.000    0.000    0.000    0.000 base.py:511(__getattr__)
        1    0.000    0.000    0.000    0.000 base.py:517(RadiusNeighborsMixin)
        1    0.000    0.000    0.000    0.000 base.py:56(_check_weights)
        1    0.000    0.000    0.000    0.000 base.py:61(spmatrix)
     1472    0.004    0.000    0.004    0.000 base.py:67(_get_weights)
        6    0.000    0.000    0.000    0.000 base.py:69(__init__)
        1    0.000    0.000    0.000    0.000 base.py:743(SupervisedFloatMixin)
        1    0.000    0.000    0.000    0.000 base.py:763(SupervisedIntegerMixin)
     1472    0.076    0.000    1.696    0.001 base.py:764(fit)
        6    0.000    0.000    0.000    0.000 base.py:77(set_shape)
        1    0.000    0.000    0.000    0.000 base.py:806(UnsupervisedMixin)
    10312    0.013    0.000    0.019    0.000 base.py:887(isspmatrix)
       28    0.000    0.000    0.000    0.000 base.py:99(get_shape)
        1    0.000    0.000    0.000    0.000 basic.py:39(SpecialFunctionWarning)
        1    0.000    0.000    0.036    0.036 basic.py:5(<module>)
        1    0.000    0.000    0.002    0.002 basic.py:7(<module>)
        1    0.000    0.000    0.000    0.000 basic.py:755(LstsqLapackError)
        1    0.000    0.000    0.000    0.000 bicluster.py:1(<module>)
        1    0.000    0.000    0.001    0.001 blas.py:143(<module>)
        1    0.000    0.000    0.000    0.000 bsr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bsr.py:22(bsr_matrix)
        1    0.000    0.000    0.000    0.000 bvls.py:1(<module>)
        1    0.000    0.000    0.000    0.000 byteordercodes.py:7(<module>)
        1    0.000    0.000    0.000    0.000 bz2.py:31(BZ2File)
        1    0.000    0.000    0.001    0.001 bz2.py:5(<module>)
        1    0.000    0.000    0.003    0.003 case.py:1(<module>)
        1    0.000    0.000    0.000    0.000 case.py:127(_BaseTestCaseContext)
       10    0.000    0.000    0.000    0.000 case.py:1306(_deprecate)
        1    0.000    0.000    0.000    0.000 case.py:1328(FunctionTestCase)
        1    0.000    0.000    0.000    0.000 case.py:136(_AssertRaisesBaseContext)
        1    0.000    0.000    0.000    0.000 case.py:1386(_SubTest)
        1    0.000    0.000    0.000    0.000 case.py:179(_AssertRaisesContext)
        1    0.000    0.000    0.000    0.000 case.py:216(_AssertWarnsContext)
        1    0.000    0.000    0.000    0.000 case.py:24(SkipTest)
        1    0.000    0.000    0.000    0.000 case.py:273(_CapturingHandler)
        1    0.000    0.000    0.000    0.000 case.py:292(_AssertLogsContext)
        1    0.000    0.000    0.000    0.000 case.py:32(_ShouldStop)
        1    0.000    0.000    0.000    0.000 case.py:336(TestCase)
        1    0.000    0.000    0.000    0.000 case.py:37(_UnexpectedSuccess)
        1    0.000    0.000    0.000    0.000 case.py:43(_Outcome)
        1    0.000    0.000    0.000    0.000 chebyshev.py:2017(Chebyshev)
        1    0.000    0.000    0.000    0.000 chebyshev.py:87(<module>)
        1    0.000    0.000    0.000    0.000 class_weight.py:5(<module>)
        1    0.000    0.000    0.000    0.000 classification.py:1(<module>)
     1472    0.006    0.000    0.129    0.000 classification.py:103(_weighted_sum)
     1472    0.016    0.000    0.691    0.000 classification.py:112(accuracy_score)
        1    0.000    0.000    0.000    0.000 classification.py:120(__init__)
     1472    0.205    0.000  156.088    0.106 classification.py:131(predict)
        1    0.000    0.000    0.000    0.000 classification.py:229(RadiusNeighborsClassifier)
        1    0.000    0.000    0.000    0.000 classification.py:23(KNeighborsClassifier)
     1472    0.040    0.000    0.546    0.000 classification.py:45(_check_targets)
        1    0.000    0.000    0.006    0.006 classification.py:8(<module>)
        1    0.000    0.000    0.000    0.000 cobyla.py:11(<module>)
        1    0.000    0.000    0.000    0.000 codecs.py:259(__init__)
        1    0.000    0.000    0.000    0.000 codecs.py:308(__init__)
       16    0.000    0.000    0.000    0.000 codecs.py:318(decode)
        2    0.000    0.000    0.000    0.000 codecs.py:93(__new__)
        1    0.000    0.000    0.000    0.000 common.py:1(<module>)
        1    0.000    0.000    0.000    0.000 common.py:4(<module>)
        1    0.000    0.000    0.001    0.001 compressed.py:1(<module>)
        3    0.000    0.000    0.000    0.000 compressed.py:1019(__set_sorted)
        4    0.000    0.000    0.000    0.000 compressed.py:1044(prune)
        2    0.000    0.000    0.000    0.000 compressed.py:115(_set_self)
        4    0.000    0.000    0.000    0.000 compressed.py:126(check_format)
        1    0.000    0.000    0.000    0.000 compressed.py:21(_cs_matrix)
      4/2    0.000    0.000    0.001    0.000 compressed.py:24(__init__)
        1    0.000    0.000    0.000    0.000 compressed.py:585(_minor_reduce)
       19    0.000    0.000    0.000    0.000 compressed.py:90(getnnz)
        2    0.000    0.000    0.000    0.000 compressed.py:957(__get_has_canonical_format)
        2    0.000    0.000    0.000    0.000 compressed.py:979(__set_has_canonical_format)
        2    0.000    0.000    0.000    0.000 compressed.py:987(sum_duplicates)
        1    0.000    0.000    0.000    0.000 connection.py:10(<module>)
        1    0.000    0.000    0.000    0.000 connection.py:18(Listener)
        1    0.000    0.000    0.000    0.000 connection.py:49(Connection)
        1    0.000    0.000    0.000    0.000 construct.py:2(<module>)
        1    0.000    0.000    0.000    0.000 context.py:1(<module>)
        1    0.000    0.000    0.000    0.000 context.py:13(ProcessError)
        1    0.000    0.000    0.000    0.000 context.py:16(BufferTooShort)
        1    0.000    0.000    0.000    0.000 context.py:19(TimeoutError)
        1    0.000    0.000    0.000    0.000 context.py:195(get_start_method)
        1    0.000    0.000    0.000    0.000 context.py:208(Process)
        1    0.000    0.000    0.000    0.000 context.py:214(DefaultContext)
        1    0.000    0.000    0.000    0.000 context.py:217(__init__)
        1    0.000    0.000    0.000    0.000 context.py:22(AuthenticationError)
     1474    0.002    0.000    0.002    0.000 context.py:221(get_context)
       36    0.000    0.000    0.000    0.000 context.py:254(<genexpr>)
        1    0.000    0.000    0.000    0.000 context.py:262(ForkProcess)
        1    0.000    0.000    0.000    0.000 context.py:269(SpawnProcess)
        1    0.000    0.000    0.000    0.000 context.py:276(ForkServerProcess)
        1    0.000    0.000    0.000    0.000 context.py:283(ForkContext)
        1    0.000    0.000    0.000    0.000 context.py:287(SpawnContext)
        1    0.000    0.000    0.000    0.000 context.py:29(BaseContext)
        1    0.000    0.000    0.000    0.000 context.py:291(ForkServerContext)
     1473    0.005    0.000    0.014    0.000 context.py:39(cpu_count)
        1    0.000    0.000    0.001    0.001 context.py:78(Semaphore)
        3    0.000    0.000    0.000    0.000 contextlib.py:103(contextmanager)
        1    0.000    0.000    0.000    0.000 contingency.py:2(<module>)
        1    0.000    0.000    0.000    0.000 coo.py:1(<module>)
        2    0.000    0.000    0.000    0.000 coo.py:116(__init__)
        7    0.000    0.000    0.000    0.000 coo.py:184(getnnz)
        1    0.000    0.000    0.000    0.000 coo.py:21(coo_matrix)
        2    0.000    0.000    0.000    0.000 coo.py:217(_check)
        1    0.000    0.000    0.000    0.000 coo.py:301(tocsr)
        1    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        1    0.000    0.000    0.000    0.000 copyreg.py:22(constructor)
       40    0.000    0.000    0.001    0.000 core.py:102(get_object_signature)
        1    0.000    0.000    0.000    0.000 core.py:1072(_DomainedBinaryOperation)
        6    0.000    0.000    0.000    0.000 core.py:1093(__init__)
        1    0.000    0.000    0.000    0.000 core.py:119(MAError)
        1    0.000    0.000    0.000    0.000 core.py:127(MaskError)
        1    0.000    0.000    0.000    0.000 core.py:159(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:161(<listcomp>)
        1    0.000    0.000    0.002    0.002 core.py:21(<module>)
        1    0.000    0.000    0.000    0.000 core.py:2301(_MaskedPrintOption)
        1    0.000    0.000    0.000    0.000 core.py:2307(__init__)
        1    0.000    0.000    0.000    0.000 core.py:2470(_arraymethod)
        9    0.000    0.000    0.000    0.000 core.py:2500(__init__)
        9    0.000    0.000    0.000    0.000 core.py:2506(getdoc)
        4    0.000    0.000    0.000    0.000 core.py:2513(__get__)
        1    0.000    0.000    0.000    0.000 core.py:2541(MaskedIterator)
        1    0.000    0.000    0.000    0.000 core.py:2655(MaskedArray)
        1    0.000    0.000    0.000    0.000 core.py:5809(mvoid)
        1    0.000    0.000    0.000    0.000 core.py:6010(MaskedConstant)
        1    0.000    0.000    0.000    0.000 core.py:6017(__new__)
        1    0.000    0.000    0.000    0.000 core.py:6020(__array_finalize__)
        1    0.000    0.000    0.000    0.000 core.py:6121(_extrema_operation)
        1    0.000    0.000    0.000    0.000 core.py:6178(_minimum_operation)
        1    0.000    0.000    0.000    0.000 core.py:6182(__init__)
        1    0.000    0.000    0.000    0.000 core.py:6192(_maximum_operation)
        1    0.000    0.000    0.000    0.000 core.py:6196(__init__)
        1    0.000    0.000    0.000    0.000 core.py:6245(_frommethod)
       23    0.000    0.000    0.000    0.000 core.py:6256(__init__)
       23    0.000    0.000    0.000    0.000 core.py:6261(getdoc)
        1    0.000    0.000    0.000    0.000 core.py:750(_DomainCheckInterval)
        1    0.000    0.000    0.000    0.000 core.py:7510(_convert2ma)
        8    0.000    0.000    0.000    0.000 core.py:7523(__init__)
        8    0.000    0.000    0.000    0.000 core.py:7528(getdoc)
        3    0.000    0.000    0.000    0.000 core.py:759(__init__)
        1    0.000    0.000    0.000    0.000 core.py:772(_DomainTan)
        1    0.000    0.000    0.000    0.000 core.py:780(__init__)
        1    0.000    0.000    0.000    0.000 core.py:789(_DomainSafeDivide)
        6    0.000    0.000    0.000    0.000 core.py:795(__init__)
        1    0.000    0.000    0.000    0.000 core.py:809(_DomainGreater)
        3    0.000    0.000    0.000    0.000 core.py:815(__init__)
        1    0.000    0.000    0.000    0.000 core.py:824(_DomainGreaterEqual)
        4    0.000    0.000    0.000    0.000 core.py:83(doc_note)
        2    0.000    0.000    0.000    0.000 core.py:830(__init__)
        1    0.000    0.000    0.000    0.000 core.py:839(_MaskedUnaryOperation)
       27    0.000    0.000    0.000    0.000 core.py:857(__init__)
        1    0.000    0.000    0.000    0.000 core.py:915(_MaskedBinaryOperation)
       18    0.000    0.000    0.000    0.000 core.py:935(__init__)
        1    0.000    0.000    0.000    0.000 cross_validation.py:1026(PredefinedSplit)
        1    0.000    0.000    0.000    0.000 cross_validation.py:1081(LabelShuffleSplit)
        1    0.000    0.000    0.000    0.000 cross_validation.py:1437(FitFailedWarning)
        1    0.000    0.000    0.000    0.000 cross_validation.py:159(LeavePOut)
        1    0.000    0.000    0.000    0.000 cross_validation.py:226(_BaseKFold)
       15    0.000    0.000    0.001    0.000 cross_validation.py:229(__init__)
        1    0.000    0.000    0.000    0.000 cross_validation.py:254(KFold)
       10    0.000    0.000    0.002    0.000 cross_validation.py:312(__init__)
       30    0.000    0.000    0.000    0.000 cross_validation.py:320(_iter_test_indices)
        1    0.000    0.000    0.000    0.000 cross_validation.py:345(LabelKFold)
        1    0.000    0.000    0.001    0.001 cross_validation.py:4(<module>)
        1    0.000    0.000    0.000    0.000 cross_validation.py:447(StratifiedKFold)
        5    0.001    0.000    0.005    0.001 cross_validation.py:502(__init__)
        5    0.000    0.000    0.002    0.000 cross_validation.py:528(<listcomp>)
        1    0.000    0.000    0.000    0.000 cross_validation.py:53(_PartitionIterator)
       15    0.000    0.000    0.000    0.000 cross_validation.py:547(_iter_test_masks)
        1    0.000    0.000    0.000    0.000 cross_validation.py:565(LeaveOneLabelOut)
        1    0.000    0.000    0.000    0.000 cross_validation.py:635(LeavePLabelOut)
       15    0.000    0.000    0.000    0.000 cross_validation.py:64(__init__)
       45    0.001    0.000    0.002    0.000 cross_validation.py:69(__iter__)
        1    0.000    0.000    0.000    0.000 cross_validation.py:723(BaseShuffleSplit)
        1    0.000    0.000    0.000    0.000 cross_validation.py:746(ShuffleSplit)
       30    0.000    0.000    0.001    0.000 cross_validation.py:79(_iter_test_masks)
        1    0.000    0.000    0.000    0.000 cross_validation.py:894(StratifiedShuffleSplit)
       20    0.000    0.000    0.000    0.000 cross_validation.py:93(_empty_mask)
        1    0.000    0.000    0.000    0.000 cross_validation.py:97(LeaveOneOut)
        1    0.000    0.000    0.000    0.000 csc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 csc.py:19(csc_matrix)
        3    0.000    0.000    0.000    0.000 csc.py:195(_swap)
        1    0.000    0.000    0.002    0.002 csr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 csr.py:156(tocsc)
        1    0.000    0.000    0.000    0.000 csr.py:21(csr_matrix)
        9    0.000    0.000    0.000    0.000 csr.py:212(_swap)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:150(_ndptr)
       12    0.000    0.000    0.000    0.000 ctypeslib.py:303(prep_simple)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:51(<module>)
       18    0.000    0.000    0.000    0.000 data.py:106(_create_method)
        1    0.000    0.000    0.000    0.000 data.py:1107(PolynomialFeatures)
        1    0.000    0.000    0.000    0.000 data.py:121(_minmax_mixin)
        1    0.000    0.000    0.000    0.000 data.py:127(_min_or_max_axis)
        1    0.000    0.000    0.000    0.000 data.py:1310(Normalizer)
        1    0.000    0.000    0.000    0.000 data.py:1422(Binarizer)
        1    0.000    0.000    0.000    0.000 data.py:1485(KernelCenterer)
        1    0.000    0.000    0.000    0.000 data.py:152(_min_or_max)
        1    0.000    0.000    0.000    0.000 data.py:1655(OneHotEncoder)
        1    0.000    0.000    0.000    0.000 data.py:172(max)
        1    0.000    0.000    0.000    0.000 data.py:193(MinMaxScaler)
        1    0.000    0.000    0.000    0.000 data.py:22(_data_matrix)
        6    0.000    0.000    0.000    0.000 data.py:23(__init__)
        1    0.000    0.000    0.000    0.000 data.py:251(__init__)
        3    0.000    0.000    0.000    0.000 data.py:26(_get_dtype)
        1    0.000    0.000    0.000    0.000 data.py:267(_reset)
        1    0.000    0.000    0.000    0.000 data.py:283(fit)
        1    0.000    0.000    0.000    0.000 data.py:297(partial_fit)
        1    0.000    0.000    0.000    0.000 data.py:347(transform)
        1    0.000    0.000    0.000    0.000 data.py:446(StandardScaler)
        1    0.000    0.000    0.000    0.000 data.py:61(_handle_zeros_in_scale)
        1    0.000    0.000    0.000    0.000 data.py:696(MaxAbsScaler)
        1    0.000    0.000    0.000    0.000 data.py:7(<module>)
        1    0.000    0.000    0.000    0.000 data.py:886(RobustScaler)
        1    0.000    0.000    0.001    0.001 data.py:9(<module>)
        1    0.000    0.000    0.000    0.000 datetime.py:1004(time)
        2    0.000    0.000    0.000    0.000 datetime.py:1029(__new__)
        1    0.000    0.000    0.000    0.000 datetime.py:1310(datetime)
        3    0.000    0.000    0.000    0.000 datetime.py:1318(__new__)
        1    0.000    0.000    0.000    0.000 datetime.py:1814(timezone)
        3    0.000    0.000    0.000    0.000 datetime.py:1837(_create)
       35    0.000    0.000    0.000    0.000 datetime.py:247(_check_int_field)
        5    0.000    0.000    0.000    0.000 datetime.py:264(_check_date_fields)
        5    0.000    0.000    0.000    0.000 datetime.py:277(_check_time_fields)
        5    0.000    0.000    0.000    0.000 datetime.py:292(_check_tzinfo_arg)
        1    0.000    0.000    0.000    0.000 datetime.py:319(timedelta)
        9    0.000    0.000    0.000    0.000 datetime.py:338(__new__)
        3    0.000    0.000    0.000    0.000 datetime.py:40(_days_before_year)
        5    0.000    0.000    0.000    0.000 datetime.py:45(_days_in_month)
        1    0.000    0.000    0.001    0.001 datetime.py:5(<module>)
        1    0.000    0.000    0.000    0.000 datetime.py:513(__neg__)
        1    0.000    0.000    0.000    0.000 datetime.py:641(date)
        2    0.000    0.000    0.000    0.000 datetime.py:671(__new__)
        1    0.000    0.000    0.000    0.000 datetime.py:934(tzinfo)
        1    0.000    0.000    0.001    0.001 decoder.py:2(<module>)
        1    0.000    0.000    0.000    0.000 decoder.py:20(JSONDecodeError)
        1    0.000    0.000    0.000    0.000 decoder.py:253(JSONDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:283(__init__)
        1    0.000    0.000    0.000    0.000 decomp.py:15(<module>)
        1    0.000    0.000    0.000    0.000 decomp_cholesky.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decomp_lu.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decomp_qr.py:1(<module>)
        1    0.000    0.000    0.014    0.014 decomp_schur.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decomp_svd.py:1(<module>)
       12    0.000    0.000    0.000    0.000 decorator.py:151(update)
       12    0.000    0.000    0.001    0.000 decorator.py:168(make)
       12    0.000    0.000    0.000    0.000 decorator.py:176(<listcomp>)
       12    0.000    0.000    0.002    0.000 decorator.py:201(create)
       24    0.000    0.000    0.000    0.000 decorator.py:219(<genexpr>)
        9    0.000    0.000    0.002    0.000 decorator.py:224(decorate)
        3    0.000    0.000    0.000    0.000 decorator.py:239(decorator)
        1    0.000    0.000    0.000    0.000 decorator.py:278(ContextManager)
        1    0.000    0.000    0.001    0.001 decorator.py:33(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:48(get_init)
        1    0.000    0.000    0.000    0.000 decorator.py:84(FunctionMaker)
       12    0.000    0.000    0.001    0.000 decorator.py:94(__init__)
        1    0.000    0.000    0.000    0.000 decorators.py:15(<module>)
        2    0.000    0.000    0.000    0.000 decorators.py:57(setastest)
        2    0.000    0.000    0.000    0.000 decorators.py:85(set_test)
        1    0.000    0.000    0.000    0.000 defchararray.py:1669(chararray)
        1    0.000    0.000    0.000    0.000 defchararray.py:17(<module>)
        1    0.000    0.000    0.000    0.000 defmatrix.py:1(<module>)
        1    0.000    0.000    0.000    0.000 defmatrix.py:14(_NumCharTable)
        1    0.000    0.000    0.000    0.000 defmatrix.py:208(matrix)
        1    0.000    0.000    0.000    0.000 dia.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dia.py:17(dia_matrix)
        1    0.000    0.000    0.000    0.000 difflib.py:1703(HtmlDiff)
        1    0.000    0.000    0.001    0.001 difflib.py:27(<module>)
        1    0.000    0.000    0.000    0.000 difflib.py:43(SequenceMatcher)
        1    0.000    0.000    0.000    0.000 difflib.py:751(Differ)
        1    0.000    0.000    0.002    0.002 dis.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dis.py:165(Instruction)
        1    0.000    0.000    0.000    0.000 dis.py:407(Bytecode)
        1    0.000    0.000    0.000    0.000 disk.py:3(<module>)
     1472    0.030    0.000    0.030    0.000 disk.py:34(memstr_to_kbytes)
        1    0.000    0.000    0.000    0.000 distance.py:63(<module>)
        1    0.000    0.000    0.083    0.083 distributions.py:8(<module>)
        3    0.000    0.000    0.000    0.000 doccer.py:116(_doc)
      268    0.015    0.000    0.038    0.000 doccer.py:12(docformat)
      277    0.006    0.000    0.009    0.000 doccer.py:128(indentcount_lines)
        1    0.000    0.000    0.000    0.000 doccer.py:153(filldoc)
        8    0.000    0.000    0.001    0.000 doccer.py:173(decorate)
        1    0.000    0.000    0.000    0.000 doccer.py:179(unindent_dict)
        9    0.000    0.000    0.000    0.000 doccer.py:187(unindent_string)
        1    0.000    0.000    0.000    0.000 doccer.py:2(<module>)
        3    0.000    0.000    0.000    0.000 doccer.py:71(inherit_docstring_from)
        1    0.000    0.000    0.000    0.000 dogbox.py:42(<module>)
        1    0.000    0.000    0.000    0.000 dok.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dok.py:29(dok_matrix)
        1    0.000    0.000    0.000    0.000 dual.py:12(<module>)
       13    0.000    0.000    0.000    0.000 dual.py:52(register_func)
        1    0.000    0.000    0.000    0.000 encoder.py:105(__init__)
        1    0.000    0.000    0.000    0.000 encoder.py:2(<module>)
        1    0.000    0.000    0.000    0.000 encoder.py:74(JSONEncoder)
        1    0.000    0.000    0.000    0.000 enum.py:1(<module>)
        6    0.000    0.000    0.000    0.000 enum.py:121(<setcomp>)
       15    0.000    0.000    0.000    0.000 enum.py:140(<genexpr>)
       73    0.000    0.000    0.000    0.000 enum.py:16(_is_dunder)
        3    0.000    0.000    0.001    0.000 enum.py:209(__call__)
       68    0.000    0.000    0.000    0.000 enum.py:24(_is_sunder)
        5    0.000    0.000    0.000    0.000 enum.py:254(__getattr__)
        3    0.000    0.000    0.000    0.000 enum.py:279(__members__)
       83    0.000    0.000    0.000    0.000 enum.py:295(__setattr__)
        3    0.000    0.000    0.001    0.000 enum.py:308(_create_)
        6    0.000    0.000    0.000    0.000 enum.py:355(_get_mixins_)
        1    0.000    0.000    0.000    0.000 enum.py:40(_EnumDict)
        6    0.000    0.000    0.000    0.000 enum.py:400(_find_new_)
        1    0.000    0.000    0.000    0.000 enum.py:447(Enum)
        6    0.000    0.000    0.000    0.000 enum.py:47(__init__)
       68    0.000    0.000    0.000    0.000 enum.py:51(__setitem__)
        3    0.000    0.000    0.001    0.000 enum.py:526(_convert)
        3    0.000    0.000    0.000    0.000 enum.py:541(<dictcomp>)
        1    0.000    0.000    0.000    0.000 enum.py:550(IntEnum)
       48    0.000    0.000    0.000    0.000 enum.py:8(_is_descriptor)
        1    0.000    0.000    0.000    0.000 enum.py:82(EnumMeta)
        6    0.000    0.000    0.000    0.000 enum.py:84(__prepare__)
        6    0.001    0.000    0.001    0.000 enum.py:88(__new__)
        6    0.000    0.000    0.000    0.000 enum.py:99(<dictcomp>)
        1    0.000    0.000    0.000    0.000 extmath.py:3(<module>)
        1    0.000    0.000    0.000    0.000 extract.py:2(<module>)
        1    0.000    0.000    0.000    0.000 extras.py:10(<module>)
        1    0.000    0.000    0.000    0.000 extras.py:1484(MAxisConcatenator)
        1    0.000    0.000    0.000    0.000 extras.py:1496(__init__)
        1    0.000    0.000    0.000    0.000 extras.py:1550(mr_class)
        1    0.000    0.000    0.000    0.000 extras.py:1566(__init__)
        1    0.000    0.000    0.000    0.000 extras.py:213(_fromnxfunction)
        9    0.000    0.000    0.000    0.000 extras.py:230(__init__)
        9    0.000    0.000    0.000    0.000 extras.py:234(getdoc)
        1    0.000    0.000    0.000    0.000 fftpack.py:32(<module>)
        1    0.000    0.000    0.000    0.000 financial.py:10(<module>)
        2    0.000    0.000    0.000    0.000 fixes.py:29(_parse_version)
        1    0.000    0.000    0.012    0.012 fixes.py:5(<module>)
        1    0.000    0.000    0.000    0.000 flinalg.py:5(<module>)
        1    0.000    0.000    0.000    0.000 fnmatch.py:11(<module>)
        1    0.000    0.000    0.000    0.000 format.py:149(<module>)
        1    0.000    0.000    0.000    0.000 format_stack.py:12(<module>)
     4417    0.018    0.000    0.047    0.000 fromnumeric.py:1373(ravel)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:1480(nonzero)
     2944    0.003    0.000    0.003    0.000 fromnumeric.py:1564(shape)
        2    0.000    0.000    0.000    0.000 fromnumeric.py:1609(compress)
     4416    0.027    0.000    0.183    0.000 fromnumeric.py:1733(sum)
     2024    0.002    0.000    0.008    0.000 fromnumeric.py:1883(any)
        3    0.000    0.000    0.000    0.000 fromnumeric.py:1964(all)
     1477    0.004    0.000    0.040    0.000 fromnumeric.py:2038(cumsum)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:2171(amax)
        6    0.000    0.000    0.000    0.000 fromnumeric.py:2262(amin)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:3(<module>)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:823(argsort)
        1    0.000    0.000    0.000    0.000 func_inspect.py:3(<module>)
        2    0.000    0.000    0.002    0.001 function_base.py:1(<module>)
        2    0.000    0.000    0.000    0.000 function_base.py:1116(diff)
        4    0.000    0.000    0.000    0.000 function_base.py:1440(trim_zeros)
        1    0.000    0.000    0.000    0.000 function_base.py:1640(vectorize)
      410    0.001    0.000    0.001    0.000 function_base.py:1755(__init__)
      280    0.001    0.000    0.002    0.000 function_base.py:3511(add_newdoc)
     1472    0.013    0.000    0.123    0.000 function_base.py:492(average)
        1    0.000    0.000    0.000    0.000 functools.py:391(lru_cache)
        1    0.000    0.000    0.000    0.000 functools.py:422(decorating_function)
    11788    0.163    0.000    0.379    0.000 functools.py:43(update_wrapper)
    11787    0.047    0.000    0.047    0.000 functools.py:73(wraps)
       10    0.000    0.000    0.000    0.000 genericpath.py:111(_splitext)
        2    0.000    0.000    0.014    0.007 getlimits.py:127(_init)
       24    0.000    0.000    0.000    0.000 getlimits.py:13(_frz)
        4    0.000    0.000    0.000    0.000 getlimits.py:148(<lambda>)
        2    0.000    0.000    0.000    0.000 getlimits.py:149(<lambda>)
       12    0.000    0.000    0.000    0.000 getlimits.py:150(<lambda>)
       10    0.000    0.000    0.000    0.000 getlimits.py:151(<lambda>)
        1    0.000    0.000    0.000    0.000 getlimits.py:195(iinfo)
       16    0.000    0.000    0.000    0.000 getlimits.py:245(__init__)
        1    0.000    0.000    0.000    0.000 getlimits.py:25(finfo)
       13    0.000    0.000    0.000    0.000 getlimits.py:270(max)
        1    0.000    0.000    0.000    0.000 getlimits.py:3(<module>)
       44    0.000    0.000    0.014    0.000 getlimits.py:94(__new__)
        1    0.000    0.000    0.117    0.117 graph.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hashing.py:160(NumpyHasher)
        1    0.000    0.000    0.000    0.000 hashing.py:26(_ConsistentSet)
        1    0.000    0.000    0.000    0.000 hashing.py:4(<module>)
        1    0.000    0.000    0.000    0.000 hashing.py:44(_MyHash)
        1    0.000    0.000    0.000    0.000 hashing.py:51(Hasher)
        1    0.000    0.000    0.002    0.002 hashlib.py:53(<module>)
        6    0.000    0.000    0.000    0.000 hashlib.py:98(__get_openssl_constructor)
        1    0.000    0.000    0.001    0.001 hb.py:11(<module>)
        1    0.000    0.000    0.000    0.000 hb.py:36(MalformedHeader)
        1    0.000    0.000    0.000    0.000 hb.py:362(HBMatrixType)
        1    0.000    0.000    0.000    0.000 hb.py:383(<listcomp>)
        1    0.000    0.000    0.000    0.000 hb.py:384(<listcomp>)
        1    0.000    0.000    0.000    0.000 hb.py:385(<listcomp>)
        1    0.000    0.000    0.000    0.000 hb.py:40(LineOverflow)
        1    0.000    0.000    0.000    0.000 hb.py:423(HBFile)
        1    0.000    0.000    0.000    0.000 hb.py:50(HBInfo)
        1    0.000    0.000    0.000    0.000 helper.py:4(<module>)
        1    0.000    0.000    0.000    0.000 hermite.py:1792(Hermite)
        1    0.000    0.000    0.000    0.000 hermite.py:59(<module>)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1789(HermiteE)
        1    0.000    0.000    0.000    0.000 hermite_e.py:59(<module>)
        1    0.000    0.000    0.000    0.000 idl.py:146(Pointer)
        1    0.000    0.000    0.000    0.000 idl.py:154(ObjectPointer)
        1    0.000    0.000    0.000    0.000 idl.py:30(<module>)
        1    0.000    0.000    0.000    0.000 idl.py:643(AttrDict)
